9000 22
1,09 2,01 4,103.08 5,103.12 6,103.04 7,103.09 8,2.255500059 9,-0.009700262 10,0.077639752 11,103.08 21,103.08 22,103.08
1,09 2,01 3,1 4,103.09 5,103.27 6,103.09 7,103.23 8,7.766000278 9,-0.13561949 10,0.174604714 11,103.18 12,0.097012029 18,3.896512073 19,0.070710678 20,0.070710678 21,103.13 22,103.13
1,09 2,01 3,2 4,103.24 5,103.25 6,103.19 7,103.24 8,8.979500319 10,0.058145169 11,103.22 12,0.038767203 13,0.135816841 17,0.097012029 18,3.583535836 19,0.072111026 20,0.072111026 21,103.16 22,103.16
1,09 2,01 3,3 4,103.24 5,103.27 6,103.16 7,103.16 8,2.905000088 9,0.077549438 10,0.106630477 11,103.215 12,-0.004844022 13,0.033921303 14,0.13096624 17,0.038767203 18,3.214588057 19,0.021794495 20,0.064983972 21,103.17375 22,103.17375
1,09 2,01 3,4 4,103.16 5,103.16 6,103.15 7,103.15 8,1.025000026 9,0.009694619 10,0.009694619 11,103.155 12,-0.058131086 13,-0.062972292 14,-0.024229502 15,0.072759022 17,-0.004844022 18,4.157483779 19,0.036170891 20,0.056899033 21,103.17 22,103.17
1,09 2,01 3,5 4,103.16 5,103.22 6,103.14 7,103.21 8,3.190500101 9,-0.048444918 10,0.077564475 11,103.18 12,0.024235374 13,-0.0339098 14,-0.03875218 16,0.097012029 17,-0.058131086 18,1.176527452 19,0.030138569 20,0.027156951 21,103.19 22,103.1716667
1,02 2,18 3,5 4,62.26 5,62.3 6,62.1 7,62.11 8,0.001812 9,0.241507004 10,0.322061192 11,62.2 12,-0.176536671 13,-0.208567303 14,-0.136469455 15,-0.040176778 16,-0.056238451 17,-0.032087277 18,0.001501295 19,0.07 20,0.055565277 21,62.27 22,62.2265
1,02 2,18 3,6 4,62.1 5,62.22 6,62.1 7,62.16 8,0.00096 9,-0.096525097 10,0.193236715 11,62.16 12,-0.064308682 13,-0.240731825 14,-0.272741858 15,-0.200690375 16,-0.104459622 17,-0.176536671 18,0.001726541 19,0.077674535 20,0.073450664 21,62.257 22,62.276
1,02 2,18 3,7 4,62.15 5,62.32 6,62.07 7,62.31 8,0.002362 9,-0.256780613 10,0.402771065 11,62.195 12,0.056306306 13,-0.008038585 14,-0.184561066 15,-0.216589122 16,-0.14449707 17,-0.064308682 18,0.0007064 19,0.021794495 20,0.075861716 21,62.239 22,62.2455
1,02 2,18 3,8 4,62.32 5,62.32 6,61.47 7,61.79 8,0.010661 9,0.857743972 10,1.382788352 11,61.895 12,-0.482353887 13,-0.426319176 14,-0.490353698 15,-0.666024715 16,-0.697898283 17,0.056306306 18,0.005243224 19,0.164037597 20,0.154296792 21,62.152 22,62.199
1,02 2,18 3,9 4,61.78 5,61.89 6,61.36 7,61.54 8,0.010797 9,0.38999025 10,0.863754889 11,61.625 12,-0.436222635 13,-0.916472385 14,-0.860682111 15,-0.924437299 16,-1.099342 17,-0.482353887 18,0.004831168 19,0.285131549 20,0.252066459 21,62.015 22,62.146
1,02 2,18 3,10 4,61.53 5,61.75 6,61.1 7,61.25 8,0.014022 9,0.457142857 10,1.063829787 11,61.425 12,-0.324543611 13,-0.759350513 14,-1.238041643 15,-1.182432432 16,-1.245980707 17,-0.436222635 18,0.00190243 19,0.235867194 20,0.334626658 21,61.86 22,62.065
1,02 2,18 3,11 4,61.26 5,61.56 6,61.25 7,61.3 8,0.013048 9,-0.065252855 10,0.506122449 11,61.405 12,-0.032560033 13,-0.356997972 14,-0.791663301 15,-1.270198569 16,-1.214607465 17,-0.324543611 18,0.001654101 19,0.121655251 20,0.335752885 21,61.709 22,61.983
1,02 2,18 3,12 4,61.32 5,61.38 6,61.03 7,61.35 8,0.011935 9,-0.048899756 10,0.573488448 11,61.205 12,-0.325706376 13,-0.358160358 14,-0.681541582 15,-1.114791179 16,-1.591767827 17,-0.032560033 18,0.001044271 19,0.121655251 20,0.261113002 21,61.511 22,61.875
1,02 2,18 3,13 4,61.36 5,61.39 6,61.04 7,61.1 8,0.01785 9,0.425531915 10,0.573394495 11,61.215 12,0.016338534 13,-0.309421057 14,-0.341880342 15,-0.665314402 16,-1.098634785 17,-0.325706376 18,0.003143385 19,0.112694277 20,0.173493516 21,61.375 22,61.7635
1,02 2,18 3,14 4,61.13 5,61.85 6,60.79 7,61.5 8,0.030306 9,-0.601626016 10,1.743707847 11,61.32 12,0.171526587 13,0.187893146 14,-0.13842521 15,-0.170940171 16,-0.494929006 17,0.016338534 18,0.009377569 19,0.06370505 20,0.102859127 21,61.314 22,61.6645
1,02 2,18 3,15 4,61.49 5,61.75 6,61.39 7,61.48 8,0.025716 9,0.016265452 10,0.586414726 11,61.57 12,0.407697326 13,0.579923221 14,0.596356507 15,0.26870776 16,0.236060236 17,0.171526587 18,0.006299391 19,0.182368674 20,0.151104269 21,61.343 22,61.6015
1,02 2,18 3,16 4,61.47 5,61.55 6,60.74 7,61.1 8,0.026435 9,0.605564648 10,1.333552848 11,61.145 12,-0.690271236 13,-0.285388128 14,-0.114351058 15,-0.098031207 16,-0.423418288 17,0.407697326 18,0.002468796 19,0.213600094 20,0.168203745 21,61.291 22,61.5
1,02 2,18 3,17 4,61.13 5,61.24 6,60.76 7,60.86 8,0.02445 9,0.443641144 10,0.789993417 11,61 12,-0.237141222 13,-0.92577554 14,-0.521852577 15,-0.351221106 16,-0.334939956 17,-0.690271236 18,0.001004983 19,0.29624033 20,0.213336589 21,61.25 22,61.3805
1,02 2,18 3,18 4,60.87 5,61 6,60.56 7,60.71 8,0.027623 9,0.263548015 10,0.72655218 11,60.78 12,-0.360655738 13,-0.596941696 14,-1.283092415 15,-0.880626223 16,-0.710610145 17,-0.237141222 18,0.001603095 19,0.183779759 20,0.301612334 21,61.163 22,61.269
1,02 2,18 3,19 4,60.72 5,61.27 6,60.08 7,60.13 8,0.057898 9,0.981207384 10,1.98069241 11,60.675 12,-0.172754195 13,-0.532786885 14,-0.76866465 15,-1.453630015 16,-1.0518591 17,-0.360655738 18,0.018463533 19,0.165856364 20,0.351486131 21,61.034 22,61.174
1,02 2,19 3,8 4,59.38 5,59.44 6,58.43 7,58.51 8,0.036715999 9,1.486925312 10,1.728564094 11,58.935 12,-2.867737948 13,-3.035538006 14,-3.385245902 15,-3.61435931 16,-4.279681663 17,-0.172754195 18,0.015534561 19,1.036231152 20,0.897779204 21,60.507 22,60.925
1,02 2,19 3,9 4,58.5 5,59.29 6,58.48 7,59.18 8,0.034946 9,-1.149036837 10,1.385088919 11,58.885 12,-0.08483923 13,-2.950144211 14,-3.117801909 15,-3.467213115 16,-3.696132145 17,-2.867737948 18,0.01277109 19,1.019329845 20,1.051944628 21,60.055 22,60.673
1,02 2,19 3,10 4,59.21 5,59.66 6,58.9 7,59.26 8,0.037065 9,-0.084373945 10,1.290322581 11,59.28 12,0.670799015 13,0.585390685 14,-2.299134734 15,-2.467917078 16,-2.819672131 17,-0.08483923 18,0.001136138 19,0.215077505 20,0.941045961 21,59.711 22,60.4805
1,02 2,19 3,11 4,59.27 5,59.31 6,58.77 7,59.16 8,0.032496 9,0.185936444 10,0.918836141 11,59.04 12,-0.4048583 13,0.26322493 14,0.178162382 15,-2.694684796 16,-2.86278381 17,0.670799015 18,0.002286498 19,0.199018425 20,0.749037716 21,59.363 22,60.263
1,02 2,19 3,12 4,59.15 5,59.21 6,58.74 7,58.79 8,0.037494 9,0.612349039 10,0.800136193 11,58.975 12,-0.110094851 13,-0.514507422 14,0.152840282 15,0.067871384 16,-2.801812938 17,-0.4048583 18,0.002770073 19,0.160649722 20,0.154458732 21,59.023 22,60.0285
1,02 2,19 3,13 4,58.81 5,58.99 6,58.29 7,58.3 8,0.053414 9,0.874785592 10,1.200892091 11,58.64 12,-0.568037304 13,-0.677506775 14,-1.079622132 15,-0.416065212 16,-0.500551455 17,-0.110094851 18,0.010923897 19,0.214650879 20,0.232900193 21,58.964 22,59.7355
1,02 2,19 3,14 4,58.29 5,58.49 6,57.79 7,58.2 8,0.086608998 9,0.154639175 10,1.211282229 11,58.14 12,-0.8526603 13,-1.415854175 14,-1.524390244 15,-1.923076923 16,-1.265177889 17,-0.568037304 18,0.025058722 19,0.420208282 20,0.4412199 21,58.815 22,59.435
1,02 2,19 3,15 4,58.22 5,58.88 6,58.1 7,58.4 8,0.084444 9,-0.308219178 10,1.342512909 11,58.49 12,0.601995184 13,-0.25579809 14,-0.822382365 15,-0.931571816 16,-1.33265857 17,-0.8526603 18,0.018571735 19,0.256580072 20,0.368537651 21,58.657 22,59.184
1,02 2,19 3,16 4,58.4 5,60.6 6,58.4 7,60.05 8,0.159477999 9,-2.747710241 10,3.767123288 11,59.5 12,1.726790904 13,2.339181287 14,1.466575716 15,0.890207715 16,0.779132791 17,0.601995184 18,0.042709639 19,0.706186944 20,0.515974806 21,58.749 22,59.056
1,02 2,19 3,17 4,60.04 5,60.28 6,59.54 7,59.98 8,0.070297001 9,0.100033344 10,1.242861942 11,59.91 12,0.68907563 13,2.42776543 14,3.044375645 15,2.165757162 16,1.58541755 17,1.726790904 18,0.047929617 19,0.730821456 20,0.739411928 21,58.936 22,58.9795
1,02 2,19 3,18 4,59.97 5,60.63 6,59.7 7,60.63 8,0.066661001 9,-1.088570015 10,1.557788945 11,60.165 12,0.425638458 13,1.117647059 14,2.863737391 15,3.482972136 16,2.600613915 17,0.68907563 18,0.052569741 19,0.335497144 20,0.886653822 21,59.241 22,59.1025
1,02 2,19 3,19 4,60.62 5,60.96 6,59.91 7,60.29 8,0.079079998 9,0.547354453 10,1.752628943 11,60.435 12,0.448765894 13,0.876314472 14,1.571428571 15,3.325354761 16,3.947368421 17,0.425638458 18,0.006384787 19,0.262535712 20,0.759053687 21,59.7 22,59.2575
1,02 2,19 3,20 4,60.28 5,60.37 6,60.1 7,60.16 8,0.024247999 9,0.199468085 10,0.449251248 11,60.235 12,-0.330934061 13,0.116346713 14,0.542480387 15,1.235294118 16,2.983415969 17,0.448765894 18,0.028750775 19,0.140118997 20,0.359781183 21,60.049 22,59.353
1,02 2,19 3,21 4,60.17 5,60.17 6,59.92 7,60.1 8,0.011806 9,0.116472546 10,0.417222964 11,60.045 12,-0.315431228 13,-0.64532142 14,-0.199451508 15,0.225338007 16,0.915966387 17,-0.330934061 18,0.03579372 19,0.195021366 20,0.198103508 21,60.158 22,59.4535
1,02 2,19 3,22 4,60.11 5,60.25 6,60.1 7,60.25 8,0.00287 9,-0.232365145 10,0.249584027 11,60.175 12,0.216504288 13,-0.099609861 14,-0.43021428 15,0.016620959 16,0.442330162 17,-0.315431228 18,0.010736808 19,0.097125349 20,0.142933551 21,60.211 22,59.5735
1,02 2,20 3,1 4,60.23 5,60.54 6,60.22 7,60.49 8,0.011779 9,-0.429823111 10,0.531384922 11,60.38 12,0.340673037 13,0.557914897 14,0.240723832 15,-0.091006867 16,0.357350619 17,0.216504288 18,0.005151425 19,0.168893458 20,0.15725775 21,60.254 22,59.7475
1,02 2,20 3,2 4,60.5 5,60.54 6,60.46 7,60.5 8,0.005928 10,0.132318889 11,60.5 12,0.198741305 13,0.5400914 14,0.75776501 15,0.439943554 16,0.10755357 17,0.340673037 18,0.00452688 19,0.164342123 20,0.177362623 21,60.267 22,59.9835
1,02 2,20 3,3 4,60.51 5,60.55 6,60.49 7,60.55 8,0.001716 9,-0.066061107 10,0.099189949 11,60.52 12,0.033057851 13,0.231864856 14,0.573327794 15,0.791073362 16,0.473146842 17,0.198741305 18,0.005053697 19,0.075718778 20,0.207707727 21,60.324 22,60.1865
1,02 2,20 3,4 4,60.6 5,60.72 6,60.56 7,60.59 8,0.004875 9,0.016504374 10,0.264200793 11,60.64 12,0.19828156 13,0.231404959 14,0.430606161 15,0.772746157 16,0.990923474 17,0.033057851 18,0.002191994 19,0.075718778 20,0.17591191 21,60.443 22,60.3005
1,02 2,20 3,5 4,60.6 5,60.64 6,60.43 7,60.52 8,0.003666 9,0.132187707 10,0.347509515 11,60.535 12,-0.173153034 13,0.024785195 14,0.05785124 15,0.256707519 16,0.598255089 17,0.19828156 18,0.001593919 19,0.065383484 20,0.092870878 21,60.515 22,60.363
1,02 2,20 3,6 4,60.48 5,60.61 6,60.47 7,60.5 8,0.004914 9,-0.033057851 10,0.231519762 11,60.54 12,0.008259684 13,-0.164907652 14,0.033046927 15,0.066115702 16,0.264988407 17,-0.173153034 18,0.000709543 19,0.059231185 20,0.054267854 21,60.547 22,60.4005
1,02 2,20 3,7 4,60.5 5,60.54 6,60.25 7,60.29 8,0.010689 9,0.34831647 10,0.481327801 11,60.395 12,-0.239511067 13,-0.231271165 14,-0.404023747 15,-0.206543291 16,-0.173553719 17,0.008259684 18,0.003746791 19,0.082310388 20,0.087278291 21,60.526 22,60.3965
1,02 2,20 3,8 4,60.31 5,60.61 6,60.06 7,60.26 8,0.035134999 9,0.08297378 10,0.915750916 11,60.335 12,-0.099345972 13,-0.338619095 14,-0.330387379 15,-0.502968338 16,-0.305684071 17,-0.239511067 18,0.016042996 19,0.105396078 20,0.12254591 21,60.489 22,60.4065
1,02 2,20 3,9 4,60.27 5,60.28 6,59.81 7,60.23 8,0.034872999 9,0.066412087 10,0.785821769 11,60.045 12,-0.480649706 13,-0.579518172 14,-0.817641229 15,-0.809449079 16,-0.981200528 17,-0.099345972 18,0.014038883 19,0.187171935 20,0.202237484 21,60.37 22,60.4065
1,02 2,20 3,10 4,60.22 5,60.44 6,60.03 7,60.22 8,0.031076 10,0.682991837 11,60.235 12,0.316429345 13,-0.165741278 14,-0.264922593 15,-0.503799141 16,-0.495581069 17,-0.480649706 18,0.002271612 19,0.147309199 20,0.184797186 21,60.31 22,60.4125
1,02 2,20 3,11 4,60.21 5,60.27 6,60.03 7,60.24 8,0.019954 9,-0.049800797 10,0.3998001 11,60.15 12,-0.14111397 13,0.174868848 14,-0.306621364 15,-0.40566272 16,-0.64420218 17,0.316429345 18,0.007753415 19,0.095175277 20,0.140427917 21,60.232 22,60.3895
1,02 2,20 3,12 4,60.23 5,60.97 6,60.23 7,60.82 8,0.042509001 9,-0.970075633 10,1.228623609 11,60.6 12,0.748129676 13,0.60595999 14,0.92430677 15,0.439214386 16,0.339432072 17,-0.14111397 18,0.011277858 19,0.23907809 20,0.211736865 21,60.273 22,60.3995
1,02 2,20 3,13 4,60.81 5,61.12 6,60.67 7,60.71 8,0.057654002 9,0.164717509 10,0.741717488 11,60.895 12,0.48679868 13,1.238570241 14,1.095708475 15,1.415604963 16,0.928151156 17,0.748129676 18,0.018970984 19,0.375177736 20,0.353429625 21,60.385 22,60.437
1,02 2,20 3,14 4,60.73 5,60.79 6,60.18 7,60.3 8,0.072858001 9,0.713101161 10,1.013625789 11,60.485 12,-0.673290089 13,-0.189768977 14,0.556940981 15,0.415041089 16,0.732783746 17,0.48679868 18,0.01517451 19,0.21148286 20,0.298047815 21,60.473 22,60.4215
1,02 2,20 3,15 4,60.29 5,60.68 6,59.97 7,60.65 8,0.066978 9,-0.593569662 10,1.183925296 11,60.325 12,-0.264528395 13,-0.936037441 14,-0.45379538 15,0.290939318 16,0.149414792 17,-0.673290089 18,0.007666735 19,0.293995465 20,0.282387146 21,60.491 22,60.4005
1,02 2,20 3,16 4,60.64 5,60.82 6,60.1 7,60.45 8,0.070224 9,0.314309347 10,1.198003328 11,60.46 12,0.223787816 13,-0.041332562 14,-0.714344363 15,-0.231023102 16,0.515378221 17,-0.264528395 18,0.002945304 19,0.086071676 20,0.21472657 21,60.553 22,60.3925
1,02 2,20 3,17 4,60.46 5,60.88 6,60.3 7,60.47 8,0.050047999 9,-0.016537126 10,0.96185738 11,60.59 12,0.215018194 13,0.439287194 14,0.17359676 15,-0.50086214 16,-0.01650165 17,0.223787816 18,0.010833839 19,0.132507861 20,0.214225349 21,60.551 22,60.412
1,02 2,20 3,18 4,60.46 5,60.53 6,60.02 7,60.35 8,0.062688 9,0.182270091 10,0.849716761 11,60.275 12,-0.51988777 13,-0.30598743 14,-0.082884376 15,-0.347193519 16,-1.018145989 17,0.215018194 18,0.010195031 19,0.158298242 20,0.127013779 21,60.427 22,60.406
1,02 2,20 3,19 4,60.36 5,60.48 6,59.95 7,60.26 8,0.05598 9,0.165947561 10,0.884070058 11,60.215 12,-0.099543758 13,-0.618914012 14,-0.405226596 15,-0.182345628 16,-0.446391667 17,-0.51988777 18,0.006323969 19,0.201432371 20,0.151269627 21,60.373 22,60.423
1,02 2,20 3,20 4,60.27 5,60.4 6,60.01 7,60.05 8,0.016921 9,0.366361366 10,0.649891685 11,60.205 12,-0.016607158 13,-0.116134384 14,-0.635418386 15,-0.421766457 16,-0.198922503 17,-0.099543758 18,0.024715788 19,0.037859389 20,0.169240952 21,60.349 22,60.42
1,02 2,20 3,21 4,60.06 5,60.11 6,59.99 7,60.02 8,0.007995 9,0.066644452 10,0.200033339 11,60.05 12,-0.2574537 13,-0.274018102 14,-0.373289092 15,-0.891236178 16,-0.678134304 17,-0.016607158 18,0.025520708 19,0.092511261 20,0.198764937 21,60.267 22,60.41
1,02 2,23 3,1 4,60.01 5,60.35 6,59.98 7,60.31 8,0.015252 9,-0.497429945 10,0.616872291 11,60.165 12,0.191507077 13,-0.066439664 14,-0.083035788 15,-0.182496889 16,-0.701435881 17,-0.2574537 18,0.004745578 19,0.080467385 20,0.083636117 21,60.182 22,60.3665
1,02 2,23 3,2 4,60.32 5,60.48 6,60.31 7,60.34 8,0.009758 9,-0.033145509 10,0.281876969 11,60.395 12,0.382282058 13,0.574521232 14,0.315588406 15,0.298928838 16,0.199087516 17,0.191507077 18,0.003784976 19,0.175665402 20,0.12431814 21,60.206 22,60.3165
1,02 2,23 3,3 4,60.37 5,60.41 6,60.32 7,60.37 8,0.003162 10,0.149204244 11,60.365 12,-0.049672986 13,0.332419181 14,0.524562864 15,0.265758658 16,0.249107365 17,0.382282058 18,0.006053365 19,0.125033329 20,0.143631473 21,60.236 22,60.3045
1,02 2,23 3,4 4,60.36 5,60.43 6,60.36 7,60.42 8,0.003366 9,-0.099304866 10,0.115970842 11,60.395 12,0.049697672 14,0.382282058 15,0.574521232 16,0.315588406 17,-0.049672986 18,0.0037507 19,0.017320508 20,0.157813181 21,60.274 22,60.3115
1,02 2,23 3,5 4,60.41 5,60.43 6,60.32 7,60.36 8,0.002856 9,0.082836315 10,0.182360743 11,60.375 12,-0.033115324 13,0.016565891 14,-0.033115324 15,0.34904014 16,0.541215654 17,0.049697672 18,0.000256694 19,0.015275252 20,0.098132563 21,60.339 22,60.303
1,02 2,23 3,6 4,60.35 5,60.39 6,60.16 7,60.17 8,0.006558 9,0.299152402 10,0.38231383 11,60.275 12,-0.16563147 13,-0.198691945 14,-0.149093017 15,-0.198691945 16,0.182830549 17,-0.033115324 18,0.002006397 19,0.064291005 20,0.049799598 21,60.361 22,60.2715
1,02 2,23 3,7 4,60.16 5,60.19 6,60.03 7,60.05 8,0.009391 9,0.183180683 10,0.2665334 11,60.11 12,-0.273745334 13,-0.438923395 14,-0.471893369 15,-0.422430216 16,-0.471893369 17,-0.16563147 18,0.003277115 19,0.133822021 20,0.117813412 21,60.304 22,60.255
1,02 2,23 3,8 4,60.06 5,60.2 6,59.52 7,59.72 8,0.042062 9,0.56932351 10,1.142473118 11,59.86 12,-0.415904176 13,-0.688510991 14,-0.85300207 15,-0.88583492 16,-0.836577487 17,-0.273745334 18,0.019731338 19,0.208945766 20,0.222446623 21,60.203 22,60.2195
1,02 2,23 3,9 4,59.74 5,60.06 6,59.66 7,59.85 8,0.027869 9,-0.183792815 10,0.670465974 11,59.86 13,-0.415904176 14,-0.688510991 15,-0.85300207 16,-0.88583492 17,-0.415904176 18,0.016382267 19,0.144337567 20,0.235302996 21,60.096 22,60.185
1,02 2,23 3,10 4,59.86 5,59.92 6,59.42 7,59.42 8,0.032451001 9,0.740491417 10,0.841467519 11,59.67 12,-0.317407284 13,-0.317407284 14,-0.731991349 15,-1.003732891 16,-1.167701863 18,0.007243471 19,0.109696551 20,0.23753947 21,59.955 22,60.147
1,02 2,23 3,11 4,59.43 5,59.54 6,58.95 7,59.23 8,0.048616 9,0.337666723 10,1.000848176 11,59.245 12,-0.712250712 13,-1.02739726 14,-1.02739726 15,-1.439028448 16,-1.708834509 17,-0.317407284 18,0.010899082 19,0.314894162 20,0.322187833 21,59.749 22,60.055
1,02 2,23 3,12 4,59.24 5,59.29 6,58.39 7,58.43 8,0.065066001 9,1.386274174 10,1.541359822 11,58.84 12,-0.683601992 13,-1.390983744 14,-1.703975944 15,-1.703975944 16,-2.112793212 17,-0.712250712 18,0.016307708 19,0.415040159 20,0.444015765 21,59.495 22,59.8995
1,02 2,23 3,13 4,58.44 5,58.95 6,58.35 7,58.47 8,0.086580001 9,-0.051308363 10,1.028277635 11,58.65 12,-0.322909585 13,-1.004304161 14,-1.709401709 15,-2.021383228 16,-2.021383228 17,-0.683601992 18,0.019038208 19,0.303905139 20,0.518791866 21,59.253 22,59.728
1,02 2,23 3,14 4,58.46 5,59.32 6,58.43 7,59.03 8,0.113589998 9,-0.965610706 10,1.523190142 11,58.875 12,0.383631714 13,0.059483345 14,-0.624525276 15,-1.332327803 16,-1.645506181 17,-0.322909585 18,0.024313818 19,0.121071604 20,0.40526843 21,59.056 22,59.576
1,02 2,23 3,15 4,59.04 5,59.79 6,58.94 7,59.67 8,0.129725003 9,-1.055806938 10,1.442144554 11,59.365 12,0.832271762 13,1.219096334 14,0.89225017 15,0.202548738 16,-0.511144629 17,0.383631714 18,0.02179973 19,0.365593125 20,0.298684616 21,58.995 22,59.475
1,02 2,23 3,16 4,59.66 5,59.81 6,59.3 7,59.57 8,0.111627001 9,0.15108276 10,0.860033727 11,59.555 12,0.320053904 13,1.154989384 14,1.543052003 15,1.215159755 16,0.523250907 17,0.832271762 18,0.009930839 19,0.350856096 20,0.383643715 21,59.057 22,59.403
1,02 2,23 3,17 4,59.58 5,59.6 6,58.95 7,59.37 8,0.061774002 9,0.353713997 10,1.102629347 11,59.275 12,-0.470153639 13,-0.151604481 14,0.67940552 15,1.065643649 16,0.739292998 17,0.320053904 18,0.035190429 19,0.142945211 20,0.37125463 21,59.144 22,59.3195
1,02 2,23 3,18 4,59.4 5,60.64 6,59.1 7,59.51 8,0.109885998 9,-0.184842884 10,2.605752961 11,59.87 12,1.003795867 13,0.528922844 14,0.850669586 15,1.690021231 16,2.080136402 17,-0.470153639 18,0.028293453 19,0.297671519 20,0.366292233 21,59.388 22,59.3205
1,02 2,23 3,19 4,59.5 5,59.55 6,58.53 7,58.85 8,0.122437001 9,1.104502974 10,1.742696053 11,59.04 12,-1.386337064 13,-0.396457191 14,-0.864746873 15,-0.547460625 16,0.280254777 17,1.003795867 18,0.032021585 19,0.427814212 20,0.311917457 21,59.421 22,59.2385
1,02 2,23 3,20 4,58.84 5,58.91 6,58.77 7,58.9 8,0.023292 9,-0.101867572 10,0.238216777 11,58.84 12,-0.338753388 13,-1.720394187 14,-0.733867566 15,-1.200570901 16,-0.884359471 17,-1.386337064 18,0.053984225 19,0.546168472 20,0.408800073 21,59.316 22,59.1555
1,02 2,23 3,21 4,58.91 5,59.02 6,58.81 7,58.98 8,0.010553 9,-0.1186843 10,0.357082129 11,58.915 12,0.12746431 13,-0.211720867 14,-1.595122766 15,-0.607338676 16,-1.07463689 17,-0.338753388 18,0.061250909 19,0.101036297 20,0.415400409 21,59.188 22,59.1225
1,02 2,23 3,22 4,58.97 5,59 6,58.92 7,58.98 8,0.003008 9,-0.0169549 10,0.135777325 11,58.96 12,0.076381227 13,0.203942896 14,-0.135501355 15,-1.519959913 16,-0.531421341 17,0.12746431 18,0.010252234 19,0.060621778 20,0.422729228 21,59.125 22,59.1345
1,02 2,24 3,1 4,59.2 5,59.22 6,59.03 7,59.08 8,0.011609 9,0.203114421 10,0.321870235 11,59.125 12,0.279850746 13,0.356445727 14,0.484364378 15,0.14397019 16,-1.244362786 17,0.076381227 18,0.00469076 19,0.110566722 20,0.110419654 21,58.976 22,59.182
1,02 2,24 3,2 4,59.09 5,59.24 6,59.07 7,59.16 8,0.007247 9,-0.118323191 10,0.287794143 11,59.155 12,0.050739958 13,0.3307327 14,0.407366545 15,0.535350102 16,0.194783198 17,0.279850746 18,0.004300647 19,0.105 20,0.136079021 21,58.999 22,59.21
1,02 2,24 3,3 4,59.19 5,59.2 6,59.13 7,59.16 8,0.004518 9,0.050709939 10,0.118383223 11,59.165 12,0.016904742 13,0.067653277 14,0.347693351 15,0.424340151 16,0.552345343 17,0.050739958 18,0.003576702 19,0.02081666 20,0.117494681 21,59.064 22,59.19
1,02 2,24 3,4 4,59.15 5,59.2 6,59.13 7,59.13 8,0.002602 9,0.033823778 10,0.118383223 11,59.165 13,0.016904742 14,0.067653277 15,0.347693351 16,0.424340151 17,0.016904742 18,0.002334328 19,0.005773503 20,0.087635609 21,59.114 22,59.151
1,02 2,24 3,5 4,59.15 5,59.15 6,58.77 7,58.8 8,0.008934 9,0.595238095 10,0.646588395 11,58.96 12,-0.346488633 13,-0.346488633 14,-0.329642465 15,-0.279069767 18,0.003247213 19,0.118356805 20,0.087635609 21,59.114 22,59.1195
1,02 2,24 3,6 4,58.81 5,58.82 6,58.37 7,58.57 8,0.00883 9,0.409766092 10,0.770943978 11,58.595 12,-0.619063772 13,-0.96340742 14,-0.96340742 15,-0.94666554 16,-0.89640592 17,-0.346488633 18,0.003626133 19,0.288718433 20,0.246870411 21,59.008 22,58.992
1,02 2,24 3,7 4,58.6 5,58.74 6,58.08 7,58.12 8,0.026859 9,0.825877495 10,1.136363636 11,58.41 12,-0.315726598 13,-0.932835821 14,-1.276092284 15,-1.276092284 16,-1.259403263 17,-0.619063772 18,0.010379156 19,0.279866039 20,0.342333901 21,58.859 22,58.929
1,02 2,24 3,8 4,58.11 5,58.55 6,58.1 7,58.41 8,0.068960001 9,-0.513610683 10,0.774526678 11,58.325 12,-0.145523027 13,-0.46079017 14,-1.077001357 15,-1.419758303 16,-1.419758303 17,-0.315726598 18,0.03085762 19,0.138051923 20,0.360267262 21,58.691 22,58.8775
1,02 2,24 3,9 4,58.44 5,58.86 6,58.34 7,58.81 8,0.045894001 9,-0.629144703 10,0.891326706 11,58.6 12,0.471495928 13,0.325286766 14,0.008533151 15,-0.610583446 16,-0.954956478 17,-0.145523027 18,0.021082639 19,0.140801278 20,0.244402332 21,58.578 22,58.846
1,02 2,24 3,10 4,58.8 5,58.92 6,58.56 7,58.86 8,0.030543 9,-0.101936799 10,0.614754098 11,58.74 12,0.23890785 13,0.711530219 14,0.564971751 15,0.247461387 16,-0.373134328 17,0.471495928 18,0.019337182 19,0.211127923 20,0.165506797 21,58.534 22,58.824
1,02 2,24 3,11 4,58.85 5,59.79 6,58.83 7,59.54 8,0.049521 9,-1.158884783 10,1.6318205 11,59.31 12,0.970377937 13,1.211604096 14,1.688812688 15,1.540832049 16,1.220240635 17,0.23890785 18,0.010074496 19,0.376076233 20,0.38915935 21,58.677 22,58.8425
1,02 2,24 3,12 4,59.53 5,59.69 6,59.29 7,59.36 8,0.032790999 9,0.28638814 10,0.674650025 11,59.49 12,0.303490137 13,1.276813075 14,1.518771331 15,1.997428204 16,1.848998459 17,0.970377937 18,0.010369112 19,0.391535439 20,0.490453871 21,58.893 22,58.876
1,02 2,24 3,13 4,59.37 5,60.07 6,59.34 7,59.93 8,0.046022999 9,-0.934423494 10,1.230198854 11,59.705 12,0.361405278 13,0.665992244 14,1.642832823 15,1.885665529 16,2.366052293 17,0.303490137 18,0.008824348 19,0.19775827 20,0.479066801 21,59.169 22,58.93
